754       1995    3084   20.8    51.7    10.6    25.7    14.0     1.9     1.5    5.56
754       2000    3546   19.0    55.3    11.3    23.7    12.9     2.0     1.6    5.43
698       1960    1342   54.0    44.8    11.8     0.9     0.1     0.3     0.2    1.54
698       1965    1524   48.6    49.3    11.8     1.9     0.2     0.2     0.2    1.74
698       1970    1742   43.0    54.6     9.3     1.9     0.0     0.6     0.5    1.86
698       1975    1941   35.5    61.3    11.7     2.5     0.1     0.6     0.5    2.15
698       1980    2264   31.0    57.5    11.5    10.6     0.5     0.8     0.7    2.82
698       1985    2781   29.8    59.2    12.0    10.0     0.6     1.0     0.7    2.83
698       1990    3443   22.3    53.2    10.8    19.4     1.3     4.9     3.8    4.09
698       1995    4019   20.0    51.5    10.5    23.6     1.6     5.0     3.9    4.43
698       2000    4562   15.5    51.2    10.4    28.1     1.9     5.3     4.1    4.88
